Count,ResponseCode,Duration,Mem,Cpu
266,200,68,711835648,2
267,200,42,711835648,3
268,200,107,711835648,2
269,200,81,711827456,3
270,200,66,711835648,9
271,200,53,711835648,2
272,200,56,711835648,2
273,200,44,711835648,4
274,200,71,711835648,2
275,200,76,711835648,3
276,200,44,711835648,4
277,200,67,711835648,6
278,200,44,711835648,4
279,200,31,711700480,3
280,200,46,711708672,3
281,200,47,711708672,5
282,200,36,711581696,6
283,200,59,711581696,3
284,200,26,711581696,1
285,200,38,711581696,3
286,200,38,711581696,3
287,200,49,711581696,7
288,200,90,711581696,7
289,200,173,711577600,3
290,200,40,711581696,4
291,200,103,711581696,3
292,200,46,711581696,4
293,200,130,711581696,4
294,200,51,711581696,5
295,200,234,711581696,2
296,200,108,711581696,3
297,200,168,711581696,2
298,200,113,711581696,3
299,200,69,711581696,3
300,200,127,711581696,3
301,200,33,711581696,5
302,200,122,711581696,6
303,200,31,711581696,12
304,200,112,711303168,48
305,200,44,711430144,5
306,200,40,711430144,5
307,200,33,711303168,3
308,200,54,711176192,3
309,200,90,711172096,3
310,200,55,711303168,11
311,200,68,711454720,5
312,200,627,711454720,1
313,200,42,711454720,3
314,200,67,711454720,3
315,200,132,711454720,5
316,200,42,711454720,6
317,200,47,711454720,5
318,200,36,711446528,6
319,200,34,711454720,3
320,200,126,711454720,3
321,200,95,711454720,6
322,200,63,711581696,3
323,200,54,711581696,1
324,200,61,711454720,1
325,200,125,711454720,2
326,200,20,711454720,5
327,200,54,711454720,5
328,200,52,711454720,4
329,200,33,711454720,2
330,200,535,711454720,2
331,200,49,711454720,3
332,200,51,711454720,4
333,200,48,711454720,5
334,200,43,711454720,6
335,200,50,711454720,4
336,200,54,711454720,4
337,200,39,711446528,5
338,200,59,711454720,7
339,200,32,711454720,4
340,200,33,711454720,4
341,200,38,711454720,3
342,200,38,711454720,3
343,200,28,711454720,2
344,200,34,711454720,6
345,200,33,711454720,6
346,200,26,711454720,5
347,200,37,711450624,2
348,200,32,711323648,5
349,200,30,711331840,4
350,200,42,711331840,3
351,200,36,711458816,7
352,200,37,711458816,4
353,200,55,711458816,4
354,200,56,711331840,4
355,200,35,711458816,4
356,200,35,711458816,7
357,200,40,711585792,8
358,200,30,711585792,4
359,200,33,711585792,5
360,200,36,711585792,2
361,200,28,711585792,2
362,200,40,711585792,5
363,200,33,711712768,6
364,200,37,711712768,3
365,200,35,711712768,3
366,200,150,711712768,3
367,200,44,711712768,3
368,200,36,711585792,4
369,200,25,711712768,2
370,200,40,711712768,3
371,200,43,711712768,5
372,200,32,711712768,3
373,200,26,711712768,3
374,200,43,711712768,3
375,200,34,711712768,6
376,200,36,711712768,3
377,200,44,711585792,4
378,200,79,711585792,2
379,200,43,711585792,2
380,200,26,711585792,2
381,200,32,711712768,5
382,200,27,711712768,4
383,200,32,711712768,5
384,200,48,711712768,4
385,200,77,711712768,3
386,200,43,711712768,2
387,200,29,711712768,4
388,200,39,711712768,3
389,200,45,711712768,2
390,200,36,711704576,3
391,200,38,711712768,3
392,200,40,711712768,4
393,200,36,711712768,5
394,200,48,711585792,7
395,200,45,711585792,4
396,200,143,711585792,2
397,200,37,711585792,3
398,200,32,711585792,5
399,200,280,711712768,3
400,200,51,711708672,3
401,200,54,711712768,4
402,200,114,711712768,3
403,200,43,711585792,2
404,200,46,711585792,5
405,200,50,711712768,5
406,200,36,711712768,6
407,200,76,711712768,3
408,200,30,711712768,4
409,200,54,711577600,32
410,200,36,711307264,49
411,200,32,711307264,4
412,200,76,711307264,2
413,200,26,711307264,1
414,200,32,711307264,5
415,200,61,711307264,5
416,200,46,711307264,10
417,200,31,711331840,4
418,200,141,711331840,3
419,200,70,711331840,4
420,200,31,711331840,3
421,200,50,711331840,4
422,200,93,711458816,4
423,200,42,711458816,4
424,200,32,711458816,3
425,200,31,711458816,3
426,200,32,711458816,4
427,200,32,711458816,3
428,200,47,711458816,5
429,200,52,711458816,4
430,200,26,711458816,3
431,200,27,711585792,5
432,200,48,711585792,4
433,200,36,711585792,4
434,200,50,711585792,6
435,200,38,711585792,3
436,200,26,711585792,4
437,200,27,711585792,3
438,200,28,711585792,2
439,200,38,711585792,5
440,200,46,711331840,8
441,200,37,711331840,4
442,200,55,711331840,4
443,200,43,711331840,4
444,200,28,711331840,5
445,200,27,711331840,4
446,200,38,711331840,5
447,200,30,711331840,8
448,200,167,711331840,2
449,200,31,711331840,3
450,200,36,711331840,4
451,200,38,711323648,2
452,200,28,711331840,7
453,200,27,711331840,4
454,200,60,711331840,4
455,200,38,711331840,3
456,200,33,711331840,2
457,200,32,711331840,6
458,200,69,711331840,4
459,200,34,711331840,5
460,200,36,711331840,4
461,200,51,711323648,4
462,200,27,711323648,1
463,200,33,711331840,4
464,200,55,711331840,5
465,200,37,711331840,5
466,200,38,711331840,4
467,200,38,711331840,5
468,200,78,711331840,3
469,200,52,711331840,2
470,200,92,711331840,4
471,200,68,711331840,3
472,200,158,711331840,4
473,200,40,711331840,3
474,200,121,711331840,6
475,200,57,711331840,6
476,200,99,711331840,4
477,200,36,711331840,5
478,200,34,711331840,4
479,200,72,711331840,1
480,200,73,711331840,3
481,200,23,711331840,4
482,200,62,711331840,8
483,200,31,711458816,6
484,200,30,711458816,3
485,200,20,711458816,3
486,200,34,711458816,3
487,200,35,711458816,4
488,200,43,711458816,5
489,200,61,711458816,5
490,200,57,711458816,4
491,200,46,711458816,6
492,200,57,711458816,4
493,200,51,711458816,5
494,200,64,711458816,3
495,200,75,711458816,5
496,200,32,711585792,4
497,200,33,711585792,5
498,200,29,711585792,3
499,200,43,711585792,1
500,200,87,711585792,1
501,200,94,711585792,3
502,200,163,711585792,4
503,200,38,711553024,9
504,200,45,711585792,2
505,200,35,711585792,5
506,200,123,711458816,2
507,200,77,711458816,3
508,200,31,711585792,5
509,200,26,711585792,4
510,200,40,711585792,3
511,200,44,711585792,5
512,200,57,711585792,3
513,200,58,711454720,2
514,200,22,711454720,5
515,200,33,711331840,3
516,200,42,711331840,5
517,200,80,711458816,22
518,200,39,711340032,67
519,200,51,711213056,20
520,200,39,711184384,4
521,200,41,711057408,4
522,200,30,710930432,6
523,200,117,710930432,2
524,200,301,710930432,7
525,200,46,710955008,5
526,200,33,710955008,2
527,200,35,710955008,5
528,200,119,710955008,3
529,200,54,710955008,1
530,200,44,710955008,3
531,200,43,710955008,3
532,200,57,710955008,4
533,200,41,710955008,4
534,200,50,710955008,5
535,200,55,710955008,2
536,200,37,710955008,6
537,200,36,710955008,3
538,200,36,710955008,5
539,200,40,710955008,4
540,200,46,710955008,5
541,200,35,710955008,6
542,200,36,710955008,3
543,200,47,710955008,4
544,200,38,710955008,5
545,200,27,710955008,4
546,200,51,710955008,5
547,200,23,711081984,2
548,200,26,711081984,1
549,200,24,711081984,2
550,200,40,711081984,4
551,200,58,711081984,3
552,200,32,711081984,3
553,200,23,711081984,2
554,200,45,711208960,13
555,200,385,711208960,4
556,200,34,711208960,5
557,200,33,711208960,4
558,200,29,711208960,2
559,200,22,711208960,3
560,200,64,711208960,3
561,200,23,711335936,4
562,200,46,711208960,3
563,200,29,711208960,4
564,200,37,711208960,4
565,200,34,711208960,3
566,200,37,711208960,3
567,200,56,711208960,4
568,200,50,711335936,4
569,200,41,711335936,4
570,200,256,711335936,5
571,200,70,711335936,7
572,200,34,711335936,2
573,200,83,711335936,5
574,200,56,711327744,4
575,200,63,711208960,5
576,200,47,711208960,3
577,200,29,711208960,3
578,200,43,711208960,2
579,200,1119,711208960,2
580,200,52,711208960,3
581,200,57,711208960,5
582,200,54,711081984,4
583,200,36,711081984,7
584,200,41,711081984,3
585,200,52,711081984,2
586,200,34,711081984,5
587,200,47,711081984,7
588,200,41,711208960,11
589,200,32,711208960,4
590,200,52,711208960,4
591,200,36,711208960,5
592,200,28,711208960,4
593,200,117,711081984,2
594,200,80,711081984,8
595,200,43,711081984,2
596,200,76,711081984,2
597,200,114,711081984,4
598,200,27,711081984,2
599,200,143,711081984,2
600,200,54,711081984,4
601,200,39,711335936,5
602,200,178,711208960,2
603,200,70,711208960,3
604,200,36,711208960,3
605,200,27,711208960,5
606,200,240,711081984,5
607,200,27,710955008,5
608,200,187,710955008,4
609,200,414,710955008,3
610,200,74,710955008,3
611,200,39,710955008,3
612,200,166,710955008,2
613,200,61,710955008,6
614,200,32,710955008,4
615,200,33,710955008,3
616,200,28,710955008,2
617,200,50,710955008,4
618,200,46,710955008,4
619,200,39,710955008,4
620,200,41,710955008,7
621,200,73,711208960,75
622,200,57,711311360,62
623,200,122,711192576,5
624,200,32,711192576,5
625,200,41,711065600,4
626,200,60,711065600,4
627,200,37,711065600,5
628,200,51,710955008,10
629,200,32,710955008,4
630,200,75,710955008,3
631,200,64,710955008,3
632,200,33,710955008,3
633,200,41,710955008,3
634,200,52,710955008,4
635,200,91,710955008,3
636,200,33,710955008,5
637,200,67,710955008,2
638,200,89,710955008,5
639,200,72,710955008,8
640,200,40,710955008,5
641,200,42,711081984,5
642,200,180,711081984,3
643,200,61,711081984,4
644,200,35,711081984,2
645,200,53,711081984,4
646,200,94,711081984,3
647,200,391,711081984,1
648,200,35,711081984,3
649,200,104,711081984,2
650,200,116,711081984,4
651,200,79,711081984,4
652,200,105,711081984,4
653,200,84,711073792,4
654,200,27,711081984,5
655,200,147,711081984,2
656,200,155,711077888,6
657,200,207,711081984,1
658,200,120,711081984,4
659,200,26,711081984,3
660,200,75,711081984,3
661,200,201,711081984,4
662,200,51,711081984,4
663,200,41,711081984,5
664,200,92,711081984,3
665,200,34,711081984,4
666,200,42,711081984,5
667,200,24,711081984,4
668,200,40,711081984,5
669,200,87,711081984,6
670,200,29,711081984,3
671,200,29,711081984,1
672,200,37,711081984,5
673,200,38,711081984,8
674,200,277,711081984,1
675,200,38,711081984,3
676,200,173,711081984,6
677,200,33,711081984,5
678,200,91,711081984,3
679,200,42,711081984,2
680,200,67,711081984,5
681,200,66,711081984,4
682,200,118,711081984,2
683,200,67,711081984,4
684,200,77,710955008,3
685,200,37,710955008,3
686,200,120,710955008,3
687,200,45,710955008,5
688,200,42,710959104,3
689,200,50,710959104,2
690,200,52,710959104,3
691,200,23,710959104,3
692,200,187,710959104,1
693,200,75,710959104,3
694,200,70,710959104,3
695,200,47,710959104,5
696,200,47,710959104,3
697,200,63,710959104,4
698,200,25,711086080,2
699,200,49,711081984,3
700,200,23,710955008,4
701,200,44,710959104,4
702,200,329,710959104,2
703,200,48,710950912,4
704,200,79,710959104,1
705,200,48,711086080,6
706,200,49,711086080,4
707,200,222,711086080,3
708,200,1094,711086080,1
709,200,38,710959104,5
710,200,159,710959104,5
711,200,100,710950912,5
712,200,37,710832128,3
713,200,98,710832128,2
714,200,60,710832128,2
715,200,395,710832128,2
716,200,97,710832128,1
717,200,56,710832128,4
718,200,1681,710832128,8
719,200,53,710959104,80
720,200,40,710832128,29
721,200,34,710807552,5
722,200,24,710807552,3
723,200,43,710807552,5
724,200,29,710807552,3
725,200,106,710807552,7
726,200,2150,710959104,1
727,200,185,710967296,5
728,200,31,710840320,4
729,200,101,710840320,3
730,200,31,710840320,3
731,200,27,710840320,3
732,200,35,710840320,3
733,200,54,710840320,7
734,200,51,710840320,5
735,200,59,710840320,5
736,200,35,710840320,5
737,200,30,710840320,3
738,200,41,710840320,5
739,200,37,710840320,4
740,200,28,710840320,4
741,200,63,710840320,4
742,200,46,710840320,4
743,200,32,710840320,3
744,200,56,710840320,4
745,200,45,710840320,5
746,200,58,710840320,3
747,200,218,710840320,2
748,200,47,710840320,3
749,200,56,710967296,9
750,200,41,710967296,5
751,200,41,710967296,9
752,200,25,710967296,2
753,200,42,710967296,6
754,200,62,710967296,3
755,200,56,710967296,4
756,200,48,710840320,6
757,200,84,710840320,3
758,200,48,710840320,2
759,200,21,710840320,1
760,200,63,710840320,4
761,200,33,710840320,4
762,200,93,710840320,3
763,200,65,710840320,3
764,200,145,710840320,2
765,200,46,710840320,4
766,200,39,710840320,4
767,200,57,710840320,4
768,200,36,710696960,4
769,200,52,710705152,10
770,200,32,710832128,5
771,200,32,710832128,5
772,200,27,710832128,4
773,200,39,710832128,6
774,200,31,710705152,3
775,200,40,710705152,5
776,200,34,710705152,4
777,200,62,710705152,4
778,200,41,710705152,4
779,200,149,710696960,3
780,200,117,710705152,2
781,200,42,710705152,4
782,200,69,710705152,2
783,200,67,710705152,4
784,200,40,710705152,7
785,200,38,710705152,5
786,200,40,710705152,3
787,200,41,710705152,6
788,200,58,710705152,3
789,200,89,710696960,4
790,200,140,710705152,2
791,200,41,710705152,4
792,200,49,710705152,3
793,200,94,710705152,3
794,200,107,710705152,1
795,200,49,710705152,4
796,200,42,710705152,3
797,200,94,710705152,3
798,200,42,710705152,5
799,200,83,710705152,4
800,200,36,710705152,4
801,200,25,710705152,4
802,200,23,710705152,5
803,200,24,710705152,2
804,200,36,710705152,7
805,200,44,710705152,7
806,200,47,710705152,3
807,200,21,710705152,2
808,200,37,710705152,2
809,200,77,710696960,2
810,200,57,710705152,3
811,200,144,710705152,5
812,200,70,710705152,3
813,200,23,710705152,1
814,200,84,710705152,4
815,200,49,710705152,3
816,200,106,710705152,2
817,200,30,710705152,3
818,200,64,710701056,2
819,200,67,710828032,7
820,200,36,710832128,6
821,200,37,710705152,34
822,200,40,710705152,67
823,200,54,710832128,28
824,200,31,710807552,4
825,200,36,710807552,3
826,200,90,710807552,8
827,200,51,710807552,4
828,200,52,710799360,10
829,200,38,710705152,5
830,200,25,710705152,4
831,200,35,710705152,4
832,200,68,710705152,4
833,200,44,710832128,4
834,200,34,710832128,2
835,200,47,710832128,5
836,200,33,710832128,5
837,200,115,710832128,3
838,200,116,710828032,5
839,200,47,710828032,5
840,200,39,710832128,6
841,200,44,710832128,2
842,200,41,710832128,4
843,200,40,710832128,3
844,200,32,710832128,2
845,200,47,710705152,3
846,200,39,710578176,5
847,200,35,710578176,3
848,200,37,710578176,2
849,200,40,710578176,6
850,200,44,710578176,3
851,200,118,710705152,2
852,200,99,710705152,6
853,200,53,710705152,5
854,200,104,710705152,4
855,200,41,710705152,5
856,200,22,710713344,2
857,200,33,710713344,3
858,200,38,710709248,6
859,200,45,710701056,4
860,200,33,710709248,6
861,200,30,710709248,4
862,200,65,710709248,4
863,200,95,710709248,2
864,200,43,710709248,3
865,200,38,710709248,4
866,200,70,710709248,4
867,200,28,710709248,4
868,200,33,710709248,2
869,200,37,710701056,3
870,200,30,710701056,4
871,200,48,710709248,2
872,200,63,710709248,3
873,200,88,710709248,3
874,200,97,710709248,4
875,200,132,710709248,4
876,200,165,710709248,7
877,200,41,710582272,4
878,200,45,710582272,4
879,200,36,710582272,6
880,200,51,710582272,5
881,200,150,710582272,3
882,200,531,710582272,2
883,200,95,710582272,2
884,200,135,710582272,2
885,200,28,710582272,2
886,200,78,710582272,5
887,200,61,710582272,5
888,200,36,710574080,4
889,200,44,710582272,3
890,200,74,710582272,4
891,200,33,710582272,3
892,200,39,710582272,4
893,200,30,710582272,3
894,200,40,710582272,7
895,200,510,710709248,2
896,200,32,710582272,3
897,200,44,710582272,5
898,200,25,710574080,2
899,200,24,710582272,1
900,200,90,710582272,3
901,200,56,710836224,3
902,200,34,710836224,3
903,200,120,710836224,2
904,200,46,710836224,4
905,200,65,710836224,3
906,200,36,710836224,3
907,200,52,710836224,4
908,200,28,710709248,4
909,200,37,710709248,4
910,200,39,710709248,7
911,200,39,710709248,4
912,200,60,710709248,4
913,200,44,710709248,5
914,200,43,710709248,4
915,200,30,710709248,4
916,200,34,710709248,4
917,200,27,710709248,2
918,200,35,710709248,3
919,200,39,710709248,4
920,200,43,710709248,3
921,200,65,710709248,6
922,200,108,710582272,2
923,200,54,710582272,3
924,200,53,710582272,2
925,200,26,710582272,4
926,200,28,710582272,5
927,200,40,710201344,60
928,200,66,710582272,75
929,200,24,710684672,11
930,200,37,710557696,3
931,200,36,710557696,3
932,200,33,710557696,4
933,200,40,710557696,3
934,200,48,710557696,10
935,200,28,710582272,4
936,200,41,710582272,4
937,200,43,710582272,4
938,200,34,710582272,4
939,200,49,710582272,4
940,200,33,710582272,8
941,200,52,710582272,4
942,200,41,710709248,4
943,200,32,710709248,5
944,200,38,710709248,5
945,200,37,710709248,4
946,200,49,710709248,4
947,200,47,710709248,5
948,200,38,710709248,5
949,200,40,710709248,3
950,200,59,710709248,3
951,200,39,710709248,2
952,200,48,710709248,3
953,200,47,710709248,4
954,200,40,710836224,6
955,200,35,710836224,6
956,200,38,710836224,3
957,200,39,710836224,4
958,200,35,710836224,7
959,200,31,710836224,6
960,200,50,710709248,5
961,200,40,710574080,6
962,200,46,710574080,4
963,200,109,710582272,3
964,200,63,710455296,6
965,200,61,710455296,2
966,200,34,710582272,2
967,200,73,710582272,5
968,200,28,710582272,3
969,200,26,710582272,3
970,200,29,710582272,2
971,200,28,710574080,2
972,200,43,710582272,4
973,200,28,710582272,2
974,200,45,710582272,4
975,200,71,710582272,5
976,200,28,710582272,2
977,200,28,710582272,4
978,200,42,710582272,7
979,200,25,710582272,2
980,200,27,710582272,5
981,200,72,710582272,4
982,200,62,710574080,4
983,200,87,710582272,6
984,200,58,710582272,3
985,200,45,710582272,2
986,200,33,710582272,3
987,200,39,710582272,4
988,200,27,710582272,8
989,200,35,710582272,5
990,200,36,710582272,3
991,200,47,710582272,3
992,200,51,710582272,4
993,200,51,710582272,3
994,200,59,710582272,4
995,200,82,710582272,2
996,200,36,710582272,2
997,200,30,710578176,6
998,200,39,710578176,3
999,200,37,710582272,4
1000,200,37,710709248,4
1001,200,25,710709248,8
1002,200,26,710709248,1
1003,200,33,710709248,3
1004,200,47,710709248,3
1005,200,103,710709248,3
1006,200,45,710709248,4
1007,200,65,710709248,5
1008,200,28,710709248,6
1009,200,38,710709248,5
1010,200,31,710709248,2
1011,200,37,710709248,5
1012,200,50,710709248,4
1013,200,121,710709248,4
1014,200,53,710582272,5
1015,200,41,710582272,8
1016,200,54,710582272,3
1017,200,27,710582272,1
1018,200,40,710574080,4
1019,200,26,710582272,4
1020,200,81,710582272,3
1021,200,31,710582272,2
1022,200,45,710455296,6
1023,200,25,710582272,3
1024,200,31,710582272,2
1025,200,26,710582272,2
1026,200,30,710586368,2
1027,200,33,710586368,5
1028,200,47,710586368,4
1029,200,70,710705152,8
1030,200,34,710713344,4
1031,200,52,710713344,3
1032,200,76,710586368,2
1033,200,39,710586368,4
1034,200,29,710586368,3
1035,200,54,710586368,7
1036,200,25,710459392,41
1037,200,60,710459392,64
1038,200,60,710586368,25
1039,200,31,710561792,3
1040,200,82,710434816,2
1041,200,51,710434816,3
1042,200,76,710434816,3
1043,200,199,710434816,9
1044,200,53,710459392,5
1045,200,91,710459392,3
1046,200,90,710459392,3
1047,200,61,710459392,5
1048,200,81,710459392,3
1049,200,93,710459392,3
1050,200,76,710451200,5
1051,200,39,710586368,5
1052,200,41,710586368,3
1053,200,33,710586368,3
1054,200,42,710586368,3
1055,200,38,710586368,4
1056,200,75,710586368,3
1057,200,46,710586368,5
1058,200,61,710586368,4
1059,200,46,710586368,4
1060,200,58,710586368,3
1061,200,47,710586368,3
1062,200,35,710586368,5
1063,200,135,710586368,4
1064,200,96,710586368,5
1065,200,124,710586368,4
1066,200,308,710586368,1
1067,200,201,710586368,4
1068,200,122,710586368,5
1069,200,317,710586368,2
1070,200,102,710586368,4
1071,200,154,710586368,6
1072,200,253,710586368,3
1073,200,90,710586368,3
1074,200,72,710586368,2
1075,200,165,710586368,3
1076,200,98,710586368,3
1077,200,47,710586368,2
1078,200,55,710586368,4
1079,200,27,710586368,2
1080,200,113,710586368,2
1081,200,63,710586368,4
1082,200,108,710586368,2
1083,200,67,710459392,4
1084,200,115,710459392,3
1085,200,121,710459392,4
1086,200,47,710586368,5
1087,200,43,710586368,4
1088,200,66,710586368,2
1089,200,68,710586368,4
1090,200,110,710586368,2
1091,200,109,710586368,4
1092,200,80,710586368,3
1093,200,43,710586368,4
1094,200,67,710586368,3
1095,200,76,710586368,3
1096,200,67,710586368,4
1097,200,82,710586368,5
1098,200,48,710586368,5
1099,200,116,710586368,5
1100,200,56,710578176,4
1101,200,73,710586368,4
1102,200,122,710586368,2
1103,200,143,710586368,2
1104,200,52,710586368,7
1105,200,161,710586368,2
1106,200,74,710586368,3
1107,200,134,710586368,2
1108,200,116,710586368,2
1109,200,166,710578176,2
1110,200,91,710578176,3
1111,200,150,710586368,4
1112,200,88,710586368,5
1113,200,80,710586368,6
1114,200,71,710586368,7
1115,200,42,710586368,3
1116,200,63,710586368,5
1117,200,75,710586368,2
1118,200,44,710586368,4
1119,200,48,710586368,4
1120,200,58,710586368,4
1121,200,93,710586368,7
1122,200,35,710586368,4
1123,200,82,710586368,4
1124,200,81,710586368,2
1125,200,96,710586368,4
1126,200,47,710586368,4
1127,200,81,710586368,3
1128,200,59,710586368,5
1129,200,21,710578176,4
1130,200,28,710586368,3
1131,200,48,710586368,5
1132,200,92,710586368,4
1133,200,44,710586368,3
1134,200,1930,710586368,5
1135,200,31,710459392,80
1136,200,28,710451200,45
1137,200,58,710434816,2
1138,200,19,710434816,6
1139,200,27,710434816,5
1140,200,34,710434816,6
1141,200,38,710434816,4
1142,200,27,710307840,10
1143,200,27,710332416,5
1144,200,30,710332416,2
1145,200,24,710340608,3
1146,200,37,710340608,2
1147,200,42,710340608,4
1148,200,40,710340608,3
1149,200,46,710340608,5
1150,200,34,710340608,3
1151,200,42,710340608,2
